city,avgCoveredCharges,averagePayments
ALEXANDRIA,33803,7402
BASTROP,9233,7248
BATON ROUGE,17025,7246
BOSSIER CITY,20811,6465
COVINGTON,39922,6885
CROWLEY,7407,6228
HAMMOND,52483,7345
HOUMA,27080,6589
JENNINGS,13187,5844
LAFAYETTE,24967,7494
LAKE CHARLES,27898,6531
MARRERO,30478,7026
METAIRIE,18823,6415
MINDEN,22337,7187
MONROE,25986,7209
NEW IBERIA,33063,6665
NEW ORLEANS,37281,8509
OPELOUSAS,15407,7209
RUSTON,27848,6937
SHREVEPORT,25727,7441
SLIDELL,29956,6513
THIBODAUX,19856,5707
VILLE PLATTE,16772,6856
WEST MONROE,30881,6454
ZACHARY,19538,6231
