city,avgCoveredCharges,averagePayments
ALEXANDRIA,73265,14043
BATON ROUGE,55442,13527
BOSSIER CITY,49207,10650
COVINGTON,111244,13862
HAMMOND,127751,14398
HOUMA,42418,11966
KENNER,68370,19988
LACOMBE,51363,10716
LAFAYETTE,55570,12118
LAKE CHARLES,66833,16007
MARRERO,55236,12404
METAIRIE,68009,11069
MONROE,58149,11380
NEW ORLEANS,60493,14195
OPELOUSAS,51206,13068
RUSTON,89964,12115
SHREVEPORT,52685,14075
SLIDELL,78893,11649
SULPHUR,52792,16306
THIBODAUX,80801,14411
WEST MONROE,107959,11684
ZACHARY,68473,11486
