city,avgCoveredCharges,averagePayments
ALEXANDRIA,22054,4780
BATON ROUGE,12134,4510
BOSSIER CITY,16711,3889
COVINGTON,23953,4428
HAMMOND,41738,4637
HOUMA,13019,4344
LACOMBE,16188,4013
LAFAYETTE,11860,4569
LAKE CHARLES,23162,3902
LAPLACE,14678,4512
LEESVILLE,21998,4033
MARRERO,17146,4555
METAIRIE,15557,4100
MINDEN,15377,4798
MONROE,18896,4612
MORGAN CITY,19253,4893
NATCHITOCHES,8060,4331
NEW IBERIA,12597,3768
NEW ORLEANS,19590,5328
OPELOUSAS,15374,4739
RUSTON,18558,4369
SHREVEPORT,16584,4535
SLIDELL,27300,4111
SULPHUR,12030,3945
THIBODAUX,13897,3767
VILLE PLATTE,13213,5435
WEST MONROE,19414,4110
