city,avgCoveredCharges,averagePayments
ALEXANDRIA,34783,7092
BATON ROUGE,23431,7053
BOSSIER CITY,25493,6155
COVINGTON,35511,6673
DERIDDER,33165,6162
HAMMOND,66563,7261
HOUMA,27182,6931
LACOMBE,24522,5887
LAFAYETTE,27908,7299
LAKE CHARLES,34085,8855
LAPLACE,44701,6845
LEESVILLE,34998,5962
MARRERO,26628,6903
METAIRIE,31575,6309
MINDEN,27236,7044
MONROE,31228,6737
NEW IBERIA,36212,7408
NEW ORLEANS,42153,8773
OPELOUSAS,23362,7218
RUSTON,37486,6496
SHREVEPORT,24856,6972
SLIDELL,38584,6970
THIBODAUX,26037,5952
WEST MONROE,38660,6265
ZACHARY,41245,6258
