city,avgCoveredCharges,averagePayments
ABBEVILLE,24960,8771
ALEXANDRIA,40259,9058
BASTROP,12362,8900
BATON ROUGE,21480,9048
BOGALUSA,18334,7937
COVINGTON,40748,8086
DERIDDER,31099,8596
HAMMOND,84324,9645
HOMER,24571,8762
HOUMA,31046,8569
JENNINGS,27534,8058
KENNER,38748,11548
LAFAYETTE,31400,8758
LAKE CHARLES,52097,8932
LULING,21003,9219
MAMOU,42387,7694
MARKSVILLE,40475,9150
MARRERO,32002,8366
METAIRIE,29585,8430
MINDEN,19608,8899
MONROE,26307,9380
NATCHITOCHES,20837,8510
NEW ORLEANS,32457,10021
OAKDALE,21691,10619
OPELOUSAS,24864,9634
RUSTON,42020,8645
SHREVEPORT,33965,8871
SLIDELL,44323,8531
SULPHUR,30398,8247
VILLE PLATTE,28972,9403
WEST MONROE,38661,8039
WINNSBORO,12634,9088
ZACHARY,38628,8459
