city,avgCoveredCharges,averagePayments
ASHLAND,18021,7690
BARDSTOWN,14538,7665
BOWLING GREEN,25206,7936
CAMPBELLSVILLE,20032,7661
COLUMBIA,22202,8522
CORBIN,20164,7784
COVINGTON,26252,8211
DANVILLE,15767,7690
ELIZABETHTOWN,13355,6987
FLORENCE,18008,7720
FORT THOMAS,22559,7726
FRANKFORT,36033,8897
GEORGETOWN,19112,6986
GLASGOW,12556,7936
HARLAN,16211,8006
HAZARD,30363,8372
HENDERSON,36096,9952
HOPKINSVILLE,19065,7336
JACKSON,29780,6750
LEITCHFIELD,20855,7847
LEXINGTON,22502,8689
LONDON,19106,8260
LOUISVILLE,24550,8105
MADISONVILLE,19462,7673
MANCHESTER,30479,11583
MAYFIELD,22613,8330
MIDDLESBORO,21381,7394
MOREHEAD,17403,8916
MOUNT STERLING,12765,7967
MURRAY,17982,6913
OWENSBORO,14433,9140
PADUCAH,14791,6756
PIKEVILLE,44342,10983
PRESTONSBURG,19878,8539
RICHMOND,17273,8698
SHELBYVILLE,23907,6649
SOMERSET,32664,8237
WHITESBURG,22628,6889
WINCHESTER,12558,8198
