city,avgCoveredCharges,averagePayments
ALBANY,9354,4631
ASHLAND,14188,4327
BARDSTOWN,14452,4141
BOWLING GREEN,18219,4604
CAMPBELLSVILLE,10259,4306
COLUMBIA,9536,4777
CORBIN,14716,4349
COVINGTON,13277,4463
CYNTHIANA,9436,4853
DANVILLE,10738,4293
ELIZABETHTOWN,9697,3963
FLEMINGSBURG,8994,4450
FLORENCE,14351,4683
FORT THOMAS,14677,4633
FRANKFORT,18900,4484
FULTON,14053,4192
GEORGETOWN,12554,4119
GLASGOW,12082,4555
GREENVILLE,10177,4301
HARLAN,11019,4428
HAZARD,17338,4615
HENDERSON,16053,4471
HOPKINSVILLE,13363,4172
JACKSON,16376,3841
LA GRANGE,9754,4000
LEBANON,15375,4635
LEITCHFIELD,10382,4361
LEXINGTON,14097,4995
LONDON,18136,4915
LOUISA,19289,3956
LOUISVILLE,16972,5011
MADISONVILLE,12602,4306
MANCHESTER,16942,5013
MARION,6571,4033
MAYFIELD,12920,4838
MAYSVILLE,12931,4763
MIDDLESBORO,11500,4219
MOREHEAD,15013,5215
MOUNT STERLING,11251,4803
MOUNT VERNON,7817,4944
MURRAY,11747,3910
OWENSBORO,10904,5188
PADUCAH,12351,3780
PAINTSVILLE,36505,4363
PARIS,14248,4035
PIKEVILLE,28293,5663
PINEVILLE,6811,3942
PRESTONSBURG,11385,4481
RICHMOND,8561,4794
RUSSELLVILLE,17281,4224
SHELBYVILLE,15153,3988
SOMERSET,16449,4585
SOUTH WILLIAMSO,10437,4230
TOMPKINSVILLE,8360,5072
WHITESBURG,10705,3898
WINCHESTER,11085,5248
