city,avgCoveredCharges,averagePayments
ALBANY,16291,7461
ASHLAND,17645,7218
BARDSTOWN,12634,6585
BOWLING GREEN,23078,7640
CAMPBELLSVILLE,13295,7006
COLUMBIA,13148,7802
CORBIN,19533,7176
COVINGTON,21479,7489
CYNTHIANA,9736,7230
DANVILLE,15349,7144
ELIZABETHTOWN,11580,6467
FLEMINGSBURG,16428,7360
FLORENCE,19835,7320
FORT THOMAS,19374,6798
FRANKFORT,26856,7237
GEORGETOWN,19667,6666
GLASGOW,16640,8320
GREENVILLE,18517,7066
HARLAN,17896,7459
HAZARD,27018,8295
HENDERSON,24314,7514
HOPKINSVILLE,18504,6824
JACKSON,27607,5869
LA GRANGE,15443,6641
LEBANON,18773,7705
LEXINGTON,20622,7988
LONDON,16714,7451
LOUISA,30634,6604
LOUISVILLE,23202,7525
MADISONVILLE,15777,6952
MANCHESTER,23289,8064
MARION,10551,6704
MAYFIELD,14115,6822
MAYSVILLE,12628,6594
MIDDLESBORO,21935,7005
MOREHEAD,15258,8237
MOUNT STERLING,9500,7506
MOUNT VERNON,15257,7728
MURRAY,22670,6599
OWENSBORO,13416,8160
PADUCAH,13365,6228
PAINTSVILLE,69128,7293
PARIS,10348,6649
PIKEVILLE,36948,8657
PINEVILLE,10513,7154
PRESTONSBURG,16071,7347
RICHMOND,13746,7555
RUSSELLVILLE,20033,7124
SHELBYVILLE,19656,6333
SOMERSET,32285,7961
SOUTH WILLIAMSO,19357,7955
TOMPKINSVILLE,13443,8200
WHITESBURG,22039,6673
WINCHESTER,13037,7297
