city,avgCoveredCharges,averagePayments
ALBANY,8146,6456
ASHLAND,15248,6084
BARDSTOWN,14698,5538
BOWLING GREEN,20827,6174
CAMPBELLSVILLE,13395,5953
COLUMBIA,12621,6713
CORBIN,15564,6028
COVINGTON,18323,6212
CYNTHIANA,10384,6232
DANVILLE,12993,6069
ELIZABETHTOWN,10730,5539
FLEMINGSBURG,15260,6139
FLORENCE,17215,6468
FORT THOMAS,19586,6051
FRANKFORT,22230,5914
FULTON,21970,5564
GEORGETOWN,14295,5796
GLASGOW,11928,6386
GREENVILLE,13021,5681
HARLAN,12623,6067
HAZARD,20098,6406
HENDERSON,20596,6106
HOPKINSVILLE,13378,5532
JACKSON,22904,5292
LA GRANGE,12951,5718
LEBANON,15079,6430
LEITCHFIELD,13377,6271
LEXINGTON,18572,7092
LONDON,17865,6441
LOUISA,25391,5511
LOUISVILLE,21124,7016
MADISONVILLE,13724,6198
MANCHESTER,23644,6914
MARION,9905,5789
MAYFIELD,14196,5781
MAYSVILLE,11571,5443
MIDDLESBORO,17014,5764
MOREHEAD,11418,6938
MOUNT STERLING,9833,6431
MOUNT VERNON,8218,6775
MURRAY,19051,5517
OWENSBORO,12869,7088
PADUCAH,12418,5308
PAINTSVILLE,42558,5720
PARIS,10092,5585
PIKEVILLE,27491,7678
PINEVILLE,9414,5555
PRESTONSBURG,13019,6334
RICHMOND,10911,6682
RUSSELLVILLE,17392,6046
SHELBYVILLE,20492,5876
SOMERSET,21740,6445
SOUTH WILLIAMSO,15564,6006
TOMPKINSVILLE,10182,7039
WHITESBURG,18562,5775
WINCHESTER,11628,6417
