city,avgCoveredCharges,averagePayments
ASHLAND,18399,6648
BOWLING GREEN,28595,7282
CORBIN,20135,7051
COVINGTON,21608,7067
DANVILLE,15403,6572
ELIZABETHTOWN,15875,6201
FLORENCE,25902,6923
FORT THOMAS,25967,6939
GLASGOW,15817,6909
GREENVILLE,13642,6173
HAZARD,23195,6893
HENDERSON,20762,6901
HOPKINSVILLE,16857,7143
JACKSON,25952,5791
LEXINGTON,28402,8167
LONDON,26750,7123
LOUISVILLE,31273,7946
MADISONVILLE,17298,6529
MAYFIELD,18482,6752
MIDDLESBORO,17004,6517
MURRAY,22127,6250
OWENSBORO,15922,7957
PADUCAH,16497,6025
PIKEVILLE,34791,8085
PRESTONSBURG,13274,7207
RICHMOND,9328,7267
SOMERSET,25703,7250
TOMPKINSVILLE,10911,7447
WHITESBURG,19234,6338
