city,avgCoveredCharges,averagePayments
ASHLAND,14869,4440
BOWLING GREEN,21763,4586
CORBIN,12480,4382
COVINGTON,14313,4396
DANVILLE,10319,4392
ELIZABETHTOWN,10827,3984
FLORENCE,15728,4765
FORT THOMAS,16622,4384
FULTON,16228,4386
GLASGOW,13607,4569
HARLAN,11798,4483
HAZARD,16320,4578
HENDERSON,17723,4762
HOPKINSVILLE,14848,4164
JACKSON,21548,3850
LA GRANGE,11047,4063
LEXINGTON,20201,4949
LONDON,19261,4631
LOUISA,15184,4032
LOUISVILLE,19595,4895
MADISONVILLE,12751,4564
MAYFIELD,12944,4134
MIDDLESBORO,12786,4280
MURRAY,14461,3912
OWENSBORO,11980,5260
PADUCAH,13011,3854
PAINTSVILLE,38181,4230
PIKEVILLE,24523,5405
PINEVILLE,5785,3991
PRESTONSBURG,10526,4504
SOMERSET,16811,4613
SOUTH WILLIAMSO,14026,4395
TOMPKINSVILLE,8237,5148
WHITESBURG,11821,3990
