city,avgCoveredCharges,averagePayments
ALBANY,7873,5062
ASHLAND,12440,4649
BARDSTOWN,11350,4865
BOWLING GREEN,16827,4834
CAMPBELLSVILLE,10646,4646
COLUMBIA,10548,5224
CORBIN,13530,4606
COVINGTON,12691,4836
CYNTHIANA,8039,4884
DANVILLE,9566,4584
ELIZABETHTOWN,8475,4244
FLEMINGSBURG,9830,4719
FLORENCE,12795,4585
FORT THOMAS,13368,4587
FRANKFORT,20194,4869
FULTON,14168,4646
GEORGETOWN,12180,4403
GLASGOW,10728,4833
GREENVILLE,10717,4680
HARLAN,11111,4637
HAZARD,17459,4899
HENDERSON,14844,4668
HOPKINSVILLE,12836,4416
JACKSON,18861,4176
LA GRANGE,7664,4375
LEBANON,14226,5050
LEITCHFIELD,12882,4843
LEXINGTON,13896,5032
LONDON,14371,5181
LOUISA,16993,4234
LOUISVILLE,15139,4972
MADISONVILLE,12048,4615
MANCHESTER,18152,5364
MARION,6790,4425
MAYFIELD,11694,4556
MAYSVILLE,10928,4321
MIDDLESBORO,12055,4551
MOREHEAD,11519,5225
MOUNT STERLING,6874,5214
MOUNT VERNON,11463,5443
MURRAY,13036,4280
OWENSBORO,10446,5313
PADUCAH,10894,4116
PAINTSVILLE,40816,4459
PARIS,10506,4471
PIKEVILLE,21615,5634
PINEVILLE,6643,4343
PRESTONSBURG,9358,4820
RICHMOND,9662,5224
RUSSELLVILLE,14580,4654
SHELBYVILLE,13014,4256
SOMERSET,16762,5080
SOUTH WILLIAMSO,10602,4630
TOMPKINSVILLE,9136,5521
WHITESBURG,12588,4193
WINCHESTER,9752,5211
