city,avgCoveredCharges,averagePayments
BATESVILLE,16053,5080
BENTON,9846,4653
CLARKSVILLE,4941,5116
CONWAY,14058,4625
DANVILLE,4441,4440
EL DORADO,18697,5024
FAYETTEVILLE,18720,4862
FORT SMITH,17110,4652
HARRISON,11599,4984
HELENA,18687,5480
HOT SPRINGS,22429,4698
JACKSONVILLE,12592,4271
JONESBORO,10833,5149
LITTLE ROCK,15970,5336
MAGNOLIA,7136,4916
MALVERN,7129,5107
MENA,5791,4817
MONTICELLO,4764,4492
MOUNTAIN HOME,8265,4483
NEWPORT,20284,4773
NORTH LITTLE RO,12102,4394
PARAGOULD,11576,4724
PINE BLUFF,21776,5346
ROGERS,13100,4449
RUSSELLVILLE,20347,4959
SEARCY,16827,4627
SHERWOOD,18410,4431
SILOAM SPRINGS,15965,5328
SPRINGDALE,22985,4776
STUTTGART,10638,5177
VAN BUREN,28715,4344
