city,avgCoveredCharges,averagePayments
BATESVILLE,16073,4318
BENTON,9830,3863
BLYTHEVILLE,13162,5315
CAMDEN,11383,4923
CLARKSVILLE,7480,4319
CONWAY,10169,3977
EL DORADO,28723,4197
FAYETTEVILLE,16903,4032
FORREST CITY,15842,4333
FORT SMITH,12389,3848
HARRISON,13657,4029
HELENA,22192,4472
HOPE,11906,4108
HOT SPRINGS,23589,4102
JACKSONVILLE,9914,3778
JONESBORO,13064,4320
LITTLE ROCK,12225,4372
MAGNOLIA,7141,4007
MALVERN,12889,4292
MONTICELLO,7274,3968
MOUNTAIN HOME,8235,3748
NEWPORT,28050,4115
NORTH LITTLE RO,9372,3901
PARAGOULD,11522,4083
PINE BLUFF,18344,4566
POCAHONTAS,8937,4380
ROGERS,12335,3706
RUSSELLVILLE,17368,4162
SEARCY,12761,4541
SHERWOOD,15885,3746
SILOAM SPRINGS,18243,4350
SPRINGDALE,21784,4131
VAN BUREN,20582,3733
WEST MEMPHIS,17347,5102
