city,avgCoveredCharges,averagePayments
BATESVILLE,15983,4957
BENTON,14217,4389
CAMDEN,9246,4609
CONWAY,11730,4567
EL DORADO,18275,4760
FAYETTEVILLE,17347,4508
FORT SMITH,14705,4591
HARRISON,12308,4613
HELENA,19127,5195
HOT SPRINGS,20880,4700
JONESBORO,11900,4975
LITTLE ROCK,14608,5266
MOUNTAIN HOME,8126,4108
NORTH LITTLE RO,14974,4322
PARAGOULD,8554,4614
PINE BLUFF,17007,5258
POCAHONTAS,6665,4916
ROGERS,15213,4356
RUSSELLVILLE,19302,4784
SEARCY,11586,4671
SPRINGDALE,22022,4777
WEST MEMPHIS,16684,5599
