city,avgCoveredCharges,averagePayments
BATESVILLE,22600,6268
BENTON,14991,5518
BLYTHEVILLE,17967,7332
CAMDEN,13932,5859
CLARKSVILLE,8009,6184
CONWAY,15308,5559
DANVILLE,5392,5245
EL DORADO,32690,5982
FAYETTEVILLE,23678,6106
FORREST CITY,27203,6166
FORT SMITH,21109,5599
HARRISON,19201,5788
HELENA,28498,7449
HOPE,16745,5809
HOT SPRINGS,29200,5837
JACKSONVILLE,16269,5200
JONESBORO,16188,6119
LITTLE ROCK,20531,6939
MAGNOLIA,12081,5836
MALVERN,17762,5782
MENA,14244,6205
MONTICELLO,9191,5481
MOUNTAIN HOME,11341,5361
NEWPORT,37048,5747
NORTH LITTLE RO,15700,5503
PARAGOULD,18284,6168
PINE BLUFF,22817,6340
POCAHONTAS,10593,5929
ROGERS,17675,5364
RUSSELLVILLE,21023,5894
SEARCY,16967,5913
SHERWOOD,16103,5363
SILOAM SPRINGS,22843,5905
SPRINGDALE,25668,5897
STUTTGART,12764,6310
VAN BUREN,28126,5224
WEST MEMPHIS,24912,7230
