city,avgCoveredCharges,averagePayments
BATESVILLE,10048,3503
BENTON,12092,3101
CLARKSVILLE,4477,3516
CONWAY,7139,3154
EL DORADO,21451,3576
FAYETTEVILLE,11217,3556
FORT SMITH,10769,3155
HARRISON,9183,3382
HOPE,8357,3268
HOT SPRINGS,16367,3327
JONESBORO,6312,3434
LITTLE ROCK,8457,3217
MAGNOLIA,7270,3496
MALVERN,8390,3451
MOUNTAIN HOME,6914,3052
NORTH LITTLE RO,8632,3128
PARAGOULD,5600,3250
PINE BLUFF,16364,4485
ROGERS,9080,3091
RUSSELLVILLE,13787,3372
SEARCY,8222,3255
SHERWOOD,11090,3011
SILOAM SPRINGS,11654,3692
SPRINGDALE,16206,3313
WEST MEMPHIS,11734,4114
