city,avgCoveredCharges,averagePayments
BATESVILLE,23024,5826
BENTON,13580,5256
CAMDEN,14303,5439
CLARKSVILLE,9471,5994
CONWAY,11418,5254
DANVILLE,5917,5190
EL DORADO,27847,5984
FAYETTEVILLE,22166,5377
FORREST CITY,21990,5863
FORT SMITH,14582,5413
HARRISON,15770,5374
HELENA,21954,6470
HOPE,13319,5505
HOT SPRINGS,26897,5590
JACKSONVILLE,13129,4978
JONESBORO,11259,5897
LITTLE ROCK,16722,5772
MAGNOLIA,10958,5721
MALVERN,13766,5541
MENA,12109,5861
MONTICELLO,7616,5358
MOUNTAIN HOME,9073,5083
NEWPORT,32074,5684
NORTH LITTLE RO,12710,5222
PARAGOULD,12509,5616
PINE BLUFF,25832,6579
ROGERS,14910,5377
RUSSELLVILLE,20763,5641
SEARCY,14422,5390
SHERWOOD,15320,5072
SILOAM SPRINGS,16978,5927
SPRINGDALE,26441,5524
STUTTGART,11881,6190
VAN BUREN,24377,5017
WEST MEMPHIS,21000,6984
