city,avgCoveredCharges,averagePayments
BATESVILLE,14807,4115
BENTON,11604,3797
BLYTHEVILLE,11411,4980
CAMDEN,8259,4231
CLARKSVILLE,7711,4218
CONWAY,9954,3787
DANVILLE,3334,3680
EL DORADO,21650,4053
FAYETTEVILLE,15515,3869
FORREST CITY,15258,4111
FORT SMITH,10720,3873
HARRISON,12441,3862
HELENA,24509,4342
HOPE,9711,3863
HOT SPRINGS,19681,4010
JONESBORO,7987,4117
LITTLE ROCK,11209,3892
MAGNOLIA,7881,4031
MALVERN,10425,4145
MENA,9867,4086
MONTICELLO,5659,3794
MOUNTAIN HOME,7088,3612
NEWPORT,21783,3840
NORTH LITTLE RO,11219,3879
PARAGOULD,8177,3895
PINE BLUFF,16802,4222
POCAHONTAS,6033,4160
ROGERS,10700,3537
RUSSELLVILLE,14029,3948
SEARCY,10565,3945
SHERWOOD,12466,3560
SILOAM SPRINGS,14116,4110
SPRINGDALE,16893,3927
STUTTGART,5175,4392
VAN BUREN,17333,3547
WEST MEMPHIS,13627,4935
