city,avgCoveredCharges,averagePayments
BATESVILLE,19490,7048
BENTON,19798,5847
CAMDEN,10972,6530
CONWAY,16628,6192
EL DORADO,23696,6530
FAYETTEVILLE,22176,6492
FORT SMITH,18276,6300
HARRISON,17733,6891
HELENA,28164,7393
HOPE,11858,6428
HOT SPRINGS,26665,6641
JONESBORO,14191,6856
LITTLE ROCK,20329,7213
MAGNOLIA,9674,6811
MALVERN,11265,6701
MOUNTAIN HOME,9884,5440
NORTH LITTLE RO,19587,6089
PARAGOULD,10162,6068
PINE BLUFF,27559,7078
ROGERS,14820,6081
RUSSELLVILLE,21650,6416
SEARCY,16993,6615
SHERWOOD,18397,6146
SILOAM SPRINGS,20175,6790
SPRINGDALE,31085,6636
STUTTGART,12888,7165
WEST MEMPHIS,20924,8209
