city,avgCoveredCharges,averagePayments
BATESVILLE,43019,13833
BENTON,33562,11784
CAMDEN,34978,13952
CONWAY,32479,13133
EL DORADO,54724,12012
FAYETTEVILLE,52280,12694
FORT SMITH,40571,12743
HARRISON,29855,13370
HOPE,32440,12458
HOT SPRINGS,66498,13624
JONESBORO,29735,14135
LITTLE ROCK,44931,15143
MOUNTAIN HOME,35719,11959
NORTH LITTLE RO,33373,12265
PARAGOULD,38058,13883
PINE BLUFF,51482,14502
ROGERS,49880,13401
RUSSELLVILLE,53595,13403
SEARCY,52044,12555
SPRINGDALE,53446,13043
WEST MEMPHIS,33703,15734
