city,avgCoveredCharges,averagePayments
BATESVILLE,16614,4576
BENTON,9673,3905
BLYTHEVILLE,14164,5554
CAMDEN,10422,4133
CLARKSVILLE,7471,4578
CONWAY,10709,3986
DANVILLE,4478,3868
EL DORADO,19634,4467
FAYETTEVILLE,20414,4096
FORREST CITY,13156,4449
FORT SMITH,12247,4003
HARRISON,13445,4073
HELENA,21184,5183
HOT SPRINGS,20459,4217
JACKSONVILLE,11274,3841
JONESBORO,10189,4387
LITTLE ROCK,11865,4724
MAGNOLIA,9086,4313
MALVERN,13568,4662
MENA,11167,4440
MONTICELLO,5679,3992
MOUNTAIN HOME,8109,3795
NEWPORT,28444,4113
NORTH LITTLE RO,10077,3962
PARAGOULD,10626,4141
PINE BLUFF,16344,4664
POCAHONTAS,8251,4434
ROGERS,11674,3911
RUSSELLVILLE,15170,4334
SEARCY,11666,4261
SHERWOOD,12416,3996
SILOAM SPRINGS,15249,4439
SPRINGDALE,18459,4184
STUTTGART,8420,4451
VAN BUREN,22514,3805
WEST MEMPHIS,17263,5150
