city,avgCoveredCharges,averagePayments
BATESVILLE,15908,4857
BENTON,11098,4334
BLYTHEVILLE,16104,5782
CONWAY,14146,4500
EL DORADO,18581,4906
FAYETTEVILLE,15142,4463
FORT SMITH,15484,4370
HARRISON,12790,4485
HELENA,25001,5294
HOPE,11378,4614
HOT SPRINGS,40697,5857
JACKSONVILLE,8115,4217
JONESBORO,9818,4833
LITTLE ROCK,15556,5010
MAGNOLIA,9802,4712
MALVERN,9748,4847
MONTICELLO,4884,4400
MOUNTAIN HOME,9571,4343
NEWPORT,26449,4425
NORTH LITTLE RO,14224,4311
PARAGOULD,12113,4702
PINE BLUFF,21991,5098
POCAHONTAS,8385,4904
ROGERS,11413,4383
RUSSELLVILLE,17291,4704
SEARCY,15550,4824
SILOAM SPRINGS,16911,4845
SPRINGDALE,19331,4618
STUTTGART,7364,5087
WEST MEMPHIS,15085,5722
