city,avgCoveredCharges,averagePayments
AMES,21130,5699
BETTENDORF,10337,5631
CARROLL,16676,6398
CEDAR FALLS,16533,5614
CEDAR RAPIDS,19822,5710
CLINTON,16079,6608
COUNCIL BLUFFS,19910,5977
DAVENPORT,14174,5773
DES MOINES,23954,6703
DUBUQUE,15121,5244
FORT DODGE,15226,9098
FORT MADISON,7882,6253
IOWA CITY,23861,8299
KEOKUK,11841,6393
MARSHALLTOWN,14121,6236
MASON CITY,15886,6194
MUSCATINE,15054,7639
NEWTON,10766,6663
OTTUMWA,13699,5828
SIOUX CITY,16192,5960
SPENCER,15839,5798
SPIRIT LAKE,10740,6779
WATERLOO,15604,5943
WEST BURLINGTON,16586,5916
