city,avgCoveredCharges,averagePayments
AMES,18274,6048
BETTENDORF,15515,5687
CEDAR RAPIDS,16891,5731
CLINTON,15561,6564
COUNCIL BLUFFS,20865,6131
DAVENPORT,15835,5815
DES MOINES,20294,6608
DUBUQUE,13841,5241
FORT DODGE,16921,6052
FORT MADISON,11163,6080
GRINNELL,9871,6516
IOWA CITY,21459,7712
KEOKUK,12176,6408
MARSHALLTOWN,14548,5891
MASON CITY,17137,6092
MUSCATINE,12617,8005
NEWTON,11414,6442
OTTUMWA,13227,6015
SIOUX CITY,14124,5891
SPENCER,10020,5809
WATERLOO,12514,5898
WEST BURLINGTON,14594,5854
