city,avgCoveredCharges,averagePayments
AMES,12065,3843
BETTENDORF,9149,3830
CARROLL,11373,4307
CEDAR FALLS,6346,3565
CEDAR RAPIDS,12042,3846
CLINTON,12435,4539
COUNCIL BLUFFS,15154,4605
DAVENPORT,9689,3935
DES MOINES,14717,4459
DUBUQUE,8895,3509
FORT DODGE,10287,3830
FORT MADISON,8582,4173
GRINNELL,7492,4383
IOWA CITY,15823,6079
KEOKUK,9633,4316
MARSHALLTOWN,11629,4196
MASON CITY,10844,4153
MUSCATINE,12409,5378
NEWTON,7787,4450
OTTUMWA,8604,4038
SIOUX CITY,12634,4107
SPENCER,7664,4124
WATERLOO,10843,4135
WEST BURLINGTON,9352,3955
