city,avgCoveredCharges,averagePayments
ALABASTER,38418,8486
ALEXANDER CITY,11837,8094
ANDALUSIA,19023,8118
ANNISTON,32038,7865
ATHENS,18179,8238
ATMORE,34314,7929
BESSEMER,30875,8286
BIRMINGHAM,56447,9580
BOAZ,23328,8430
CARROLLTON,12022,10690
CLANTON,15504,9362
CULLMAN,26414,7931
DECATUR,28972,8200
DOTHAN,38249,8166
EUFAULA,15549,8785
EVERGREEN,11022,8120
FAIRHOPE,26039,7544
FAYETTE,31312,8809
FLORENCE,32650,7943
FOLEY,62878,7947
FORT PAYNE,25650,7227
GADSDEN,80168,7924
GENEVA,10061,8089
GREENVILLE,51454,8998
GUNTERSVILLE,18533,7496
HALEYVILLE,16660,8284
HAMILTON,22024,8226
HARTSELLE,52823,8031
HUNTSVILLE,41088,8363
JASPER,37406,8835
MOBILE,27211,7800
MONTGOMERY,28628,9680
MOULTON,18166,8491
MUSCLE SHOALS,29728,7479
NORTHPORT,31938,9529
ONEONTA,25839,9089
OPELIKA,15865,8399
OZARK,11401,8521
RUSSELLVILLE,23786,8360
SCOTTSBORO,17009,7755
SELMA,27376,10076
SHEFFIELD,16834,8093
SYLACAUGA,32825,8447
TALLADEGA,23383,9394
TALLASSEE,14015,9011
TROY,16517,8155
TUSCALOOSA,36470,9297
VALLEY,21346,9852
