city,avgCoveredCharges,averagePayments
ALABASTER,32654,5581
ALEXANDER CITY,13706,5809
ANDALUSIA,21612,5603
ANNISTON,24179,5419
ASHLAND,12622,5560
ATHENS,12277,6023
ATMORE,18175,5360
BAY MINETTE,15655,6363
BESSEMER,18424,5698
BIRMINGHAM,38193,6077
BOAZ,14732,6132
BREWTON,11528,5369
CARROLLTON,13340,8177
CENTRE,21956,6950
CLANTON,12906,6812
CULLMAN,18462,5511
DADEVILLE,5638,6290
DECATUR,24380,6762
DEMOPOLIS,11192,5349
DOTHAN,24065,5714
ELBA,8443,6322
ENTERPRISE,33493,5274
EUFAULA,14000,6058
EVERGREEN,9406,5467
FAIRHOPE,16813,4882
FAYETTE,19133,5990
FLORALA,13320,5479
FLORENCE,27976,5689
FOLEY,46974,5599
FORT PAYNE,27490,5290
GADSDEN,50623,5500
GENEVA,8192,5875
GEORGIANA,6682,5706
GREENVILLE,42606,6263
GUNTERSVILLE,14134,5204
HALEYVILLE,13559,5647
HAMILTON,15334,5227
HUNTSVILLE,28130,6032
JACKSON,7493,5290
JACKSONVILLE,28420,5421
JASPER,25055,5926
LUVERNE,29105,7577
MOBILE,20325,5643
MONROEVILLE,13511,5614
MONTGOMERY,25535,6385
MOULTON,14820,6279
MUSCLE SHOALS,23878,5211
NORTHPORT,18906,7005
ONEONTA,17292,6129
OPELIKA,10221,5769
OPP,15040,5182
OZARK,9618,5726
PELL CITY,18566,6324
PRATTVILLE,27425,5247
RUSSELLVILLE,18205,5629
SCOTTSBORO,13153,5657
SELMA,20197,6890
SHEFFIELD,14544,5668
SYLACAUGA,28124,5835
TALLADEGA,19302,6572
TALLASSEE,12050,5784
THOMASVILLE,7388,5801
TROY,16125,5960
TUSCALOOSA,24505,6176
VALLEY,12033,5970
WEDOWEE,18946,6046
WETUMPKA,7606,6550
WINFIELD,22097,5243
