city,avgCoveredCharges,averagePayments
ALABASTER,22794,4311
ALEXANDER CITY,7038,4285
ANDALUSIA,10780,4204
ANNISTON,19077,4093
ASHLAND,9805,4383
ATHENS,10474,4557
ATMORE,18040,4173
BAY MINETTE,8188,4729
BESSEMER,16684,4312
BIRMINGHAM,24623,4709
BOAZ,11507,4658
BREWTON,6563,4282
CARROLLTON,9338,6477
CENTRE,12922,5363
CENTREVILLE,8812,5279
CLANTON,6834,5164
CULLMAN,14260,4186
DADEVILLE,4231,5044
DECATUR,13838,4737
DEMOPOLIS,6804,4017
DOTHAN,23909,4266
ELBA,5488,4899
ENTERPRISE,23987,4247
EUFAULA,10188,4736
EVERGREEN,6803,4189
FAIRHOPE,13212,3882
FAYETTE,12072,4501
FLORENCE,15745,4223
FOLEY,28731,4114
FORT PAYNE,16300,3938
GADSDEN,38044,4176
GENEVA,5650,4442
GEORGIANA,4572,4494
GREENSBORO,6767,5565
GREENVILLE,22426,4883
GROVE HILL,8106,3955
GUNTERSVILLE,7453,4041
HALEYVILLE,10158,4383
HAMILTON,13110,4373
HARTSELLE,23007,4353
HUNTSVILLE,21548,4397
JACKSON,4997,3870
JACKSONVILLE,16277,4269
JASPER,20359,4456
LUVERNE,12096,5658
MOBILE,11699,4548
MONROEVILLE,9780,4270
MONTGOMERY,17723,4945
MOULTON,11882,4627
MUSCLE SHOALS,17348,3998
NORTHPORT,18192,5001
ONEONTA,13348,4813
OPELIKA,8475,4413
OPP,9211,4056
OZARK,8550,4623
PELL CITY,13017,4909
PRATTVILLE,16613,3987
RUSSELLVILLE,12200,4306
SCOTTSBORO,8919,4443
SELMA,16576,5247
SHEFFIELD,10724,4366
SYLACAUGA,15797,4687
TALLADEGA,13945,4986
TALLASSEE,6742,4721
THOMASVILLE,5499,4465
TROY,15056,4842
TUSCALOOSA,17724,4657
VALLEY,7638,4690
WETUMPKA,5328,5077
WINFIELD,12472,4085
