city,avgCoveredCharges,averagePayments
ALABASTER,47358,11644
ALEXANDER CITY,13097,8225
ANNISTON,29239,7538
ATHENS,15354,8505
BAY MINETTE,17786,9174
BESSEMER,37057,9037
BIRMINGHAM,64007,10368
BOAZ,16967,9004
CARROLLTON,20527,11874
CULLMAN,32840,8065
DECATUR,22330,7856
DOTHAN,33071,7778
FAYETTE,22913,8555
FLORENCE,41442,8063
FOLEY,64719,7717
FORT PAYNE,45575,7485
GADSDEN,82806,7740
GENEVA,11262,8375
GUNTERSVILLE,21232,6822
HALEYVILLE,21844,8062
HARTSELLE,60996,8001
HUNTSVILLE,34433,8706
JASPER,31323,7539
MOBILE,29135,8029
MONROEVILLE,22493,8341
MONTGOMERY,26700,8300
MOULTON,16073,8722
OPELIKA,13004,7650
OZARK,11068,8318
SCOTTSBORO,32019,9270
SHEFFIELD,19214,8227
SYLACAUGA,44002,8858
TUSCALOOSA,33446,8955
WINFIELD,32705,7664
