city,avgCoveredCharges,averagePayments
ALABASTER,21054,4147
ALEXANDER CITY,6904,4145
ANDALUSIA,15643,4270
ANNISTON,16371,4100
ATHENS,7773,4307
BAY MINETTE,11180,4349
BESSEMER,16192,3956
BIRMINGHAM,26694,4305
BOAZ,10863,4020
BREWTON,8990,3961
CAMDEN,4617,4852
CARROLLTON,8636,5982
CENTRE,13947,4794
CENTREVILLE,6554,4632
CULLMAN,13493,3886
DADEVILLE,4078,4760
DECATUR,16658,4322
DEMOPOLIS,8760,3661
DOTHAN,15502,4291
ELBA,6501,4455
ENTERPRISE,23773,3699
EUFAULA,12219,4364
FAIRHOPE,12938,3581
FAYETTE,11201,4078
FLORALA,8332,4151
FLORENCE,17760,3966
FOLEY,32647,3674
FORT PAYNE,18862,3947
GADSDEN,36459,3798
GENEVA,6758,4060
GEORGIANA,5326,4179
GROVE HILL,9270,3710
GUNTERSVILLE,7878,3688
HALEYVILLE,11473,4056
HAMILTON,13580,3905
HARTSELLE,28750,3814
HUNTSVILLE,21372,4467
JACKSON,5584,3988
JACKSONVILLE,21243,3813
JASPER,21066,4059
LUVERNE,14768,5149
MOBILE,13688,4128
MONROEVILLE,10437,4178
MONTGOMERY,16367,4487
MUSCLE SHOALS,16858,3792
ONEONTA,11540,4218
OPELIKA,8029,4000
OPP,10826,3643
PELL CITY,14871,4696
PRATTVILLE,19126,3731
SCOTTSBORO,8787,4090
SELMA,15244,4837
SHEFFIELD,10616,3951
SYLACAUGA,19920,4808
TALLADEGA,15915,5281
TALLASSEE,7537,4152
TUSCALOOSA,16576,4274
WEDOWEE,12411,4246
WETUMPKA,6273,4612
WINFIELD,12076,3826
