city,avgCoveredCharges,averagePayments
ALABASTER,28159,5696
ALEXANDER CITY,9066,5434
ANDALUSIA,16589,5348
ANNISTON,20897,5084
ASHLAND,9933,5390
ATHENS,13750,6125
ATMORE,20230,4941
BAY MINETTE,12498,6398
BESSEMER,20575,6064
BIRMINGHAM,33999,6313
BOAZ,12396,5860
BREWTON,11330,5310
CARROLLTON,13094,8081
CENTRE,20778,6721
CULLMAN,17633,5181
DECATUR,20465,5601
DEMOPOLIS,10136,5078
DOTHAN,29962,5536
ENTERPRISE,25873,5052
EUFAULA,13170,5563
EUTAW,5955,6980
EVERGREEN,9028,5354
FAIRHOPE,18287,4715
FAYETTE,15324,5550
FLORENCE,23477,5343
FOLEY,32132,5017
FORT PAYNE,19348,4718
GADSDEN,43598,5042
GENEVA,8321,5490
GEORGIANA,6122,5665
GREENVILLE,31926,5806
GROVE HILL,8431,4871
GUNTERSVILLE,13338,5065
HALEYVILLE,11728,5399
HAMILTON,16011,5438
HARTSELLE,42050,5855
HUNTSVILLE,26506,5510
JASPER,21402,5523
MOBILE,18370,5563
MONROEVILLE,12683,5729
MONTGOMERY,23012,6069
MOULTON,13734,5918
MUSCLE SHOALS,22547,5033
NORTHPORT,22675,8402
ONEONTA,16752,6052
OPELIKA,9221,5636
OPP,13101,5053
OZARK,8997,5602
PELL CITY,16991,6222
PRATTVILLE,19555,5043
RUSSELLVILLE,16235,5523
SCOTTSBORO,11547,5785
SELMA,18776,6485
SHEFFIELD,11632,5615
SYLACAUGA,22203,5652
TALLADEGA,17434,6481
TALLASSEE,6722,5871
TROY,13858,5815
TUSCALOOSA,20091,5959
VALLEY,9242,5781
WEDOWEE,13085,5782
WINFIELD,15870,4946
