city,avgCoveredCharges,averagePayments
BELTON,36918,4979
BLUE SPRINGS,23495,5813
BOLIVAR,15123,6704
BRANSON,17836,5458
BRIDGETON,24316,6237
BUTLER,31009,8607
CAMERON,13904,6529
CAPE GIRARDEAU,25572,6157
CHESTERFIELD,18315,5767
CLINTON,13566,6540
COLUMBIA,15590,5832
CREVE COEUR,10816,5769
CRYSTAL CITY,11624,5612
DEXTER,11935,5965
FARMINGTON,16194,5526
FENTON,21001,5360
HANNIBAL,12725,6728
HAYTI,16475,5969
HOUSTON,11592,6734
INDEPENDENCE,33609,6114
JEFFERSON CITY,17612,5824
JOPLIN,20048,6098
KANSAS CITY,29075,7315
KENNETT,18055,5656
KIRKSVILLE,26896,7645
LAKE SAINT LOUI,22933,5507
LEBANON,13052,7088
LEES SUMMIT,32365,5669
LIBERTY,17765,5779
MARSHALL,11158,6129
MARYVILLE,16169,8966
MEXICO,13422,6283
MOBERLY,31750,7071
NEVADA,14863,7241
NORTH KANSAS CI,25201,5574
O FALLON,11560,5214
OSAGE BEACH,22043,7102
OSCEOLA,12312,6126
POPLAR BLUFF,29961,6566
RICHMOND HEIGHT,25437,7808
ROLLA,24633,7400
SAINT CHARLES,27076,5941
SAINT JOSEPH,17304,7605
SAINT LOUIS,21259,6880
SAINT PETERS,15277,5372
SEDALIA,15012,5593
SIKESTON,26719,6772
SPRINGFIELD,17174,6036
SULLIVAN,12261,6865
TOWN AND COUNTR,14286,5594
WARRENSBURG,16255,8613
WASHINGTON,20330,5581
WEST PLAINS,12169,6302
