city,avgCoveredCharges,averagePayments
BRIDGETON,26622,6119
CAPE GIRARDEAU,24278,5883
CHESTERFIELD,17461,5320
COLUMBIA,19870,6006
CRYSTAL CITY,8624,5326
FENTON,15566,5130
JEFFERSON CITY,13159,6146
JOPLIN,18703,5735
KANSAS CITY,25369,5946
KENNETT,26547,5402
LAKE SAINT LOUI,11341,4701
LEES SUMMIT,30255,5119
LIBERTY,13280,5400
NORTH KANSAS CI,17990,5235
OSAGE BEACH,15029,6591
POPLAR BLUFF,26537,6229
RICHMOND HEIGHT,23758,7530
SAINT CHARLES,35186,6339
SAINT JOSEPH,14764,7177
SAINT LOUIS,20112,6220
SEDALIA,14122,4987
SPRINGFIELD,17859,5838
TOWN AND COUNTR,14624,4998
