city,avgCoveredCharges,averagePayments
BLUE SPRINGS,22082,4846
BOLIVAR,7966,5204
BRANSON,14434,4474
BRIDGETON,15488,4837
CAPE GIRARDEAU,24823,4875
CHESTERFIELD,15408,4382
CLINTON,15247,5155
COLUMBIA,17974,4878
CRYSTAL CITY,8406,4383
FARMINGTON,12844,4555
FENTON,15550,4175
HANNIBAL,14481,5215
HAYTI,11857,4724
INDEPENDENCE,24588,4518
JEFFERSON CITY,13721,4572
JOPLIN,14155,4676
KANSAS CITY,23079,6388
KENNETT,25046,4461
KIRKSVILLE,23307,6169
LAKE SAINT LOUI,16844,4402
LEBANON,9943,5600
LEES SUMMIT,24310,5682
LIBERTY,18259,4344
MARSHALL,10159,4911
MEXICO,10852,4847
NORTH KANSAS CI,21442,4341
OSAGE BEACH,17090,5560
POPLAR BLUFF,22940,5132
RICHMOND HEIGHT,19833,6027
ROLLA,16216,5706
SAINT CHARLES,20992,4761
SAINT JOSEPH,15760,6547
SAINT LOUIS,17234,5599
SAINT PETERS,13608,4196
SEDALIA,11042,4576
SIKESTON,19535,5273
SPRINGFIELD,14943,4622
SULLIVAN,11415,5302
TOWN AND COUNTR,11615,4491
WARRENSBURG,18323,6812
WASHINGTON,15404,4437
WEST PLAINS,11789,4912
