city,avgCoveredCharges,averagePayments
BRIDGETON,19240,6193
CAPE GIRARDEAU,37426,6121
CHESTERFIELD,18307,5948
COLUMBIA,14966,5375
HANNIBAL,29222,6708
INDEPENDENCE,41315,5784
JEFFERSON CITY,20238,6212
JOPLIN,19260,5907
KANSAS CITY,36888,6515
LIBERTY,20890,5231
NORTH KANSAS CI,19610,5587
OSAGE BEACH,26651,7083
POPLAR BLUFF,75192,6492
RICHMOND HEIGHT,25352,7884
SAINT CHARLES,18894,6059
SAINT JOSEPH,21197,8453
SAINT LOUIS,22322,6579
SEDALIA,11026,5382
SPRINGFIELD,23915,5885
TOWN AND COUNTR,15048,5569
