city,avgCoveredCharges,averagePayments
BELTON,46346,8794
BLUE SPRINGS,38634,8667
BOLIVAR,20744,9230
BRANSON,27916,7982
BRIDGETON,34184,8961
CAMERON,25982,10033
CAPE GIRARDEAU,43447,8968
CHESTERFIELD,30664,8334
CLINTON,22258,9226
COLUMBIA,29724,9276
CRYSTAL CITY,15392,7695
DEXTER,21314,8946
DONIPHAN,13579,8365
FARMINGTON,21221,7787
FENTON,29915,7729
HANNIBAL,21457,9806
HOUSTON,17069,9401
INDEPENDENCE,50923,8513
JEFFERSON CITY,25740,8555
JOPLIN,36569,8710
KANSAS CITY,52868,10293
KENNETT,29701,7999
KIRKSVILLE,55072,11742
LAKE SAINT LOUI,32832,8304
LEES SUMMIT,55251,8802
LIBERTY,29059,7949
MARSHALL,17669,9057
MEXICO,16960,8918
NORTH KANSAS CI,30863,8227
O FALLON,18276,7579
OSAGE BEACH,31692,10642
POPLAR BLUFF,50431,9434
RICHMOND HEIGHT,29302,11132
ROLLA,42761,11351
SAINT CHARLES,28730,8801
SAINT JOSEPH,34206,10926
SAINT LOUIS,36436,9829
SAINT PETERS,22347,7972
SEDALIA,22180,8097
SIKESTON,40731,9996
SPRINGFIELD,23614,8596
SULLIVAN,15117,9272
TOWN AND COUNTR,22675,8059
WARRENSBURG,26666,12225
WASHINGTON,47739,9583
WEST PLAINS,19173,8680
