city,avgCoveredCharges,averagePayments
BLUE SPRINGS,19566,4063
BRANSON,14612,3971
BRIDGETON,20112,4442
CAPE GIRARDEAU,21476,4248
CHESTERFIELD,14041,4109
COLUMBIA,13902,4204
CRYSTAL CITY,9140,3969
FARMINGTON,10183,4047
FENTON,15809,3751
HANNIBAL,11427,4766
INDEPENDENCE,32971,4123
JEFFERSON CITY,12321,4091
JOPLIN,16629,4218
KANSAS CITY,22912,5062
KENNETT,17728,3854
KIRKSVILLE,16718,5563
LAKE SAINT LOUI,18792,3980
LEES SUMMIT,25139,4549
LIBERTY,13055,3927
MEXICO,10526,4400
NORTH KANSAS CI,17192,4081
OSAGE BEACH,20393,5037
POPLAR BLUFF,21080,4556
RICHMOND HEIGHT,17057,5586
ROLLA,25384,6881
SAINT CHARLES,18385,4271
SAINT JOSEPH,14196,5414
SAINT LOUIS,17139,4819
SAINT PETERS,15931,3918
SEDALIA,12532,3972
SIKESTON,21902,4753
SPRINGFIELD,14921,4247
TOWN AND COUNTR,13116,3774
