city,avgCoveredCharges,averagePayments
BLUE SPRINGS,26074,6102
BRANSON,22532,7371
BRIDGETON,29631,6509
CAPE GIRARDEAU,26119,6872
CHESTERFIELD,20855,8372
COLUMBIA,19849,6523
CREVE COEUR,12310,5565
FENTON,28580,6363
INDEPENDENCE,31407,5833
JEFFERSON CITY,16928,6000
JOPLIN,25239,6454
KANSAS CITY,31690,6434
LEES SUMMIT,29881,6509
LIBERTY,19233,5885
NORTH KANSAS CI,26581,5723
POPLAR BLUFF,38780,6543
RICHMOND HEIGHT,29214,8293
ROLLA,26740,9305
SAINT JOSEPH,19592,7792
SAINT LOUIS,25023,7673
SPRINGFIELD,20422,6381
TOWN AND COUNTR,13932,5866
WEST PLAINS,19919,6543
