city,avgCoveredCharges,averagePayments
BELTON,34471,7724
BLUE SPRINGS,34366,8483
BOLIVAR,14177,8351
BRANSON,24934,8196
BRIDGETON,38127,9607
BUTLER,30747,12245
CAMERON,21068,9044
CAPE GIRARDEAU,43311,9559
CHESTERFIELD,27770,8827
CLINTON,23534,9415
COLUMBIA,29956,10308
CREVE COEUR,21706,8475
CRYSTAL CITY,17313,7976
DEXTER,18711,8321
DONIPHAN,10843,9695
FARMINGTON,24378,7896
FENTON,30392,7905
FULTON,16211,9426
HANNIBAL,17007,9850
HAYTI,40099,8989
INDEPENDENCE,47637,8584
JEFFERSON CITY,26190,8607
JOPLIN,35703,8741
KANSAS CITY,43542,11176
KENNETT,29014,7418
KIRKSVILLE,44516,11745
LAKE SAINT LOUI,31748,8340
LEBANON,16532,9960
LEES SUMMIT,46311,8086
LIBERTY,24597,8028
MARSHALL,16886,8495
MEXICO,13645,9021
MOBERLY,39883,9932
NORTH KANSAS CI,30980,7966
O FALLON,19840,7776
OSAGE BEACH,37174,11042
POPLAR BLUFF,35864,9393
RICHMOND HEIGHT,28302,11323
ROLLA,32572,10456
SAINT CHARLES,40018,9269
SAINT JOSEPH,27462,11616
SAINT LOUIS,37206,10041
SAINT PETERS,23008,7852
SEDALIA,17814,8143
SIKESTON,36212,9941
SPRINGFIELD,26674,9021
SULLIVAN,14712,9297
TOWN AND COUNTR,26043,7851
WARRENSBURG,27845,12767
WASHINGTON,29389,8602
WEST PLAINS,19102,9133
