city,avgCoveredCharges,averagePayments
ALBANY,41769,14793
AMERICUS,33379,15328
ATHENS,49068,14770
ATLANTA,64242,16655
AUGUSTA,61103,16865
AUSTELL,69724,15795
BAINBRIDGE,15050,10854
BLUE RIDGE,62113,13285
BRUNSWICK,44653,17441
CALHOUN,73745,13764
CANTON,75286,13551
CARROLLTON,34751,13731
COLUMBUS,42799,14566
CONYERS,48405,15773
COVINGTON,39010,14136
CUMMING,88940,13649
DALTON,49763,14377
DECATUR,42472,15422
DOUGLAS,33439,12128
DOUGLASVILLE,52961,16310
EAST POINT,100977,16245
FAYETTEVILLE,46715,12889
FITZGERALD,37775,10532
FORT OGLETHORPE,49036,14534
GAINESVILLE,53748,13695
GRIFFIN,86037,14265
JASPER,58968,13913
JESUP,29005,13757
LAGRANGE,36773,14341
LAWRENCEVILLE,47594,16585
LITHONIA,47067,14537
MACON,49692,14995
MARIETTA,64462,14468
MONROE,36668,13574
MOULTRIE,31430,12493
NEWNAN,46437,13267
RIVERDALE,45431,15417
ROME,46686,14542
ROSWELL,107117,13441
SAVANNAH,45810,14116
SNELLVILLE,90535,14346
STATESBORO,37681,14303
STOCKBRIDGE,48528,13719
THOMASTON,32080,13400
THOMASVILLE,35816,12643
TIFTON,51192,13592
VALDOSTA,39877,14751
WARNER ROBINS,50379,14524
WAYCROSS,35760,12183
