city,avgCoveredCharges,averagePayments
ALBANY,21312,5794
AMERICUS,19567,5769
ATHENS,20598,5847
ATLANTA,20350,6685
AUGUSTA,28097,6739
AUSTELL,22175,6116
BRUNSWICK,15936,8448
CANTON,28824,6699
CARTERSVILLE,31860,5433
CLAXTON,13319,4842
COLUMBUS,20034,5818
CONYERS,17700,6151
CUMMING,19747,5119
DALLAS,21019,5417
DALTON,16340,6142
DECATUR,12384,6243
DOUGLAS,11749,4758
DOUGLASVILLE,16308,5791
DUBLIN,22311,6574
FAYETTEVILLE,18749,4961
GAINESVILLE,22278,5625
LAGRANGE,21615,5440
LAWRENCEVILLE,19408,5690
MACON,18148,6076
MARIETTA,22663,5577
NEWNAN,23224,5584
RIVERDALE,17689,6361
ROME,24413,5772
SAVANNAH,22193,5893
SNELLVILLE,29758,5232
STATESBORO,21407,5930
STOCKBRIDGE,22998,5683
THOMASVILLE,19608,6467
TIFTON,21543,5468
VALDOSTA,19322,5724
VIDALIA,16109,5213
WARNER ROBINS,16348,5407
WAYCROSS,18568,5177
