city,avgCoveredCharges,averagePayments
ALBANY,26304,9777
ATHENS,27368,8944
ATLANTA,38517,11179
AUGUSTA,36716,10098
AUSTELL,41040,10205
BLAIRSVILLE,13969,8346
BLUE RIDGE,41159,9176
BRUNSWICK,33757,12077
CALHOUN,35073,8692
CANTON,52493,11227
CARROLLTON,21192,8582
CARTERSVILLE,47210,8817
CHATSWORTH,18986,9766
COLUMBUS,24548,8993
COMMERCE,18771,9959
CONYERS,24586,9544
CORDELE,16510,8074
COVINGTON,15400,8841
CUMMING,49244,9121
DAHLONEGA,16898,9371
DALLAS,25930,9347
DALTON,28054,9144
DECATUR,22736,10123
DEMOREST,14458,8639
DOUGLAS,22627,7836
DOUGLASVILLE,40767,8603
DUBLIN,37847,10205
EAST POINT,68791,10645
EASTMAN,16208,9052
FAYETTEVILLE,25898,8327
FITZGERALD,21990,7962
FORT OGLETHORPE,26606,8912
GAINESVILLE,37022,9360
GRIFFIN,42404,9226
HAWKINSVILLE,12040,8357
JASPER,25062,9358
JESUP,15439,9066
JOHNS CREEK,24165,9662
LAGRANGE,19448,8397
LAWRENCEVILLE,23612,9210
LITHONIA,17958,8690
MACON,29552,10152
MARIETTA,43359,9389
MILLEDGEVILLE,37423,10599
MONROE,25303,8928
MONTEZUMA,12046,11104
MOULTRIE,18059,8515
NEWNAN,30698,8664
PERRY,17642,8762
RIVERDALE,29665,10238
ROME,28007,8709
ROSWELL,82451,9426
ROYSTON,13540,8743
SAVANNAH,29619,9492
SMYRNA,29000,8381
SNELLVILLE,37021,8606
STATESBORO,26377,9575
STOCKBRIDGE,27096,9066
THOMASTON,18630,9106
THOMASVILLE,21828,8566
TIFTON,29071,8697
TOCCOA,27047,9296
VALDOSTA,25880,8672
VIDALIA,24414,7619
VILLA RICA,19409,8851
WARNER ROBINS,22457,8948
WAYCROSS,29287,8440
WINDER,21095,9533
