city,avgCoveredCharges,averagePayments
ALBANY,24275,7097
AMERICUS,19144,9991
ATHENS,22606,7032
ATLANTA,32712,8001
AUGUSTA,26420,8005
AUSTELL,33042,7555
BAINBRIDGE,14984,6652
BLAIRSVILLE,11148,6781
BLUE RIDGE,23579,6908
BRUNSWICK,19994,8523
CALHOUN,24108,6798
CANTON,31321,6751
CARROLLTON,19257,6742
CARTERSVILLE,41178,8057
COLUMBUS,20239,7346
CONYERS,22593,7334
CORDELE,14539,6404
COVINGTON,14707,6972
CUMMING,33098,6326
DALTON,20243,6765
DECATUR,18046,7797
DEMOREST,9262,6681
DOUGLAS,23629,6217
DOUGLASVILLE,34676,7413
DUBLIN,29806,7953
EAST POINT,72728,8262
FAYETTEVILLE,21494,6315
FITZGERALD,19210,6846
GAINESVILLE,23541,6948
GRIFFIN,36289,7319
JESUP,15195,7099
JOHNS CREEK,18860,6257
LAGRANGE,17413,7059
LAWRENCEVILLE,18543,6859
LITHONIA,18444,6752
MACON,32486,7686
MARIETTA,31866,6896
MILLEDGEVILLE,17039,6898
MONROE,25915,6820
MOULTRIE,14397,6688
NEWNAN,26078,6853
RIVERDALE,29928,7660
ROME,29015,7122
ROSWELL,58077,7110
ROYSTON,9512,6739
SAVANNAH,23642,6792
SNELLVILLE,32882,6616
STATESBORO,30610,7448
STOCKBRIDGE,25152,7004
SWAINSBORO,14041,6216
THOMASTON,17344,7370
THOMASVILLE,21515,6545
TIFTON,27252,6845
TOCCOA,16114,6936
VALDOSTA,21646,7054
VIDALIA,21471,6109
WARNER ROBINS,21092,6923
WAYCROSS,19223,6510
