city,avgCoveredCharges,averagePayments
ALBANY,22284,7869
ATHENS,23239,7290
ATLANTA,33410,8569
AUGUSTA,30167,8786
AUSTELL,27137,7749
BLAIRSVILLE,9597,6792
BRUNSWICK,24641,9065
CALHOUN,25397,7075
CANTON,44441,8434
CARROLLTON,15573,7033
CARTERSVILLE,36944,7277
CLAXTON,14458,6904
COLUMBUS,21327,6567
CONYERS,20416,7343
COVINGTON,11175,6576
CUMMING,32025,6565
DAHLONEGA,13250,7289
DALTON,19196,7064
DECATUR,12889,7980
DOUGLAS,21757,6388
DOUGLASVILLE,28420,6735
DUBLIN,31982,8111
FAYETTEVILLE,22881,6441
FITZGERALD,15134,6428
FORT OGLETHORPE,26513,7509
GAINESVILLE,20528,6643
GRIFFIN,44170,7116
JASPER,20096,7445
JESUP,17810,7424
LAGRANGE,19908,6772
LAWRENCEVILLE,21151,7294
MACON,25718,7656
MARIETTA,34714,7324
NEWNAN,25185,7124
PERRY,16426,7358
RIVERDALE,26542,8102
ROME,26567,7474
ROSWELL,50933,6938
ROYSTON,13335,7012
SAVANNAH,23388,7458
SNELLVILLE,36148,6697
STATESBORO,29689,7786
STOCKBRIDGE,20873,7429
THOMASTON,17635,7456
THOMASVILLE,19275,6996
TIFTON,32332,7885
TOCCOA,17008,6791
VALDOSTA,24339,8266
VIDALIA,26285,6154
WARNER ROBINS,24085,7825
WAYCROSS,24897,6922
