city,avgCoveredCharges,averagePayments
ATHENS,12379,3798
ATLANTA,16307,4531
AUGUSTA,11934,4094
AUSTELL,16512,3928
CARTERSVILLE,22671,3738
CONYERS,13214,3994
DECATUR,14064,4391
DOUGLAS,14074,3271
DUBLIN,16816,4389
GAINESVILLE,13970,3768
LITHONIA,11508,3912
MACON,13937,4194
MARIETTA,17677,3626
MONROE,13372,3808
NEWNAN,16782,3669
ROME,15992,3778
ROSWELL,33414,3687
SAVANNAH,16613,3825
SNELLVILLE,18570,3586
STATESBORO,13204,3968
STOCKBRIDGE,12394,3725
TIFTON,19801,3644
VIDALIA,14876,3886
WARNER ROBINS,10471,3664
WAYCROSS,15660,3974
