city,avgCoveredCharges,averagePayments
ADEL,9805,5880
ALBANY,21880,6850
AMERICUS,14682,5895
ATHENS,21422,6217
ATLANTA,20253,7127
AUGUSTA,20401,7464
AUSTELL,25734,7344
BRUNSWICK,18631,8755
CALHOUN,18485,6043
CANTON,28104,5888
CARROLLTON,22625,6146
CARTERSVILLE,31336,6176
CLAXTON,13829,5882
COLUMBUS,19597,6380
COMMERCE,9888,6354
CONYERS,21408,6681
CORDELE,13458,5506
COVINGTON,12695,5980
CUMMING,27744,6321
DAHLONEGA,11901,7155
DALTON,20425,6290
DECATUR,18042,7183
DEMOREST,10905,5414
DOUGLAS,17044,5367
DOUGLASVILLE,23043,5960
DUBLIN,23195,6991
EAST POINT,56075,7357
EASTMAN,12391,6645
FAYETTEVILLE,22062,6103
FITZGERALD,12014,5396
FORT OGLETHORPE,16449,6196
GAINESVILLE,20902,6353
GRIFFIN,30009,6362
HARTWELL,12732,4542
HAWKINSVILLE,11287,5986
JASPER,15545,6150
JESUP,13014,6429
JOHNS CREEK,14844,5439
LAGRANGE,17882,6274
LAWRENCEVILLE,17814,6398
LITHONIA,18572,6240
LOUISVILLE,8249,6541
MACON,22287,6594
MARIETTA,23480,6020
MILLEDGEVILLE,19417,6183
MONROE,18374,6042
MOULTRIE,15133,5677
NEWNAN,22289,5951
PERRY,15737,5882
RIVERDALE,20646,6831
ROME,21803,6242
ROSWELL,46729,6109
ROYSTON,9900,6092
SAVANNAH,20423,6269
SNELLVILLE,27774,5908
STATESBORO,22771,6519
STOCKBRIDGE,22092,6137
SWAINSBORO,10931,5826
THOMASTON,16069,6417
THOMASVILLE,17210,5585
TIFTON,23336,6089
TOCCOA,14997,5706
VALDOSTA,18094,5958
VIDALIA,22212,5433
VILLA RICA,13321,5986
WARNER ROBINS,16892,6414
WAYCROSS,19155,5679
WINDER,20770,6511
