city,avgCoveredCharges,averagePayments
ALBANY,15727,5042
ATHENS,17859,4480
ATLANTA,24001,5893
AUGUSTA,17658,5195
AUSTELL,21992,5284
BRUNSWICK,14175,5438
CALHOUN,20798,4447
CARROLLTON,16853,4438
CARTERSVILLE,34943,4452
COLUMBUS,12841,4409
CONYERS,18287,4833
COVINGTON,12949,4506
CUMMING,30519,5205
DALTON,23136,4351
DECATUR,13608,4930
DOUGLAS,13517,4086
DOUGLASVILLE,23556,5122
DUBLIN,22253,5129
EAST POINT,54265,5458
FAYETTEVILLE,17846,4111
GAINESVILLE,16356,4480
GRIFFIN,22199,4577
JESUP,11614,4735
LAGRANGE,10890,4388
LAWRENCEVILLE,15458,4569
MACON,20935,5002
MARIETTA,24290,4487
MONROE,23153,4535
NEWNAN,16866,4423
RIVERDALE,22205,4931
ROME,22546,4902
ROSWELL,31528,4392
SAVANNAH,16860,4637
SNELLVILLE,23908,4172
STATESBORO,27250,4706
STOCKBRIDGE,13843,4421
THOMASTON,14729,4712
TIFTON,16327,4323
VALDOSTA,13175,5270
VIDALIA,17630,4468
WARNER ROBINS,14725,4269
WAYCROSS,15913,4357
WINDER,22321,5021
