city,avgCoveredCharges,averagePayments
ANDOVER,16722,5245
BURLINGTON,5378,8404
COFFEYVILLE,9433,5141
DODGE CITY,19299,6359
EL DORADO,16852,6539
ELKHART,6766,7052
EMPORIA,15757,6158
FORT SCOTT,24717,6238
GARDEN CITY,15445,8668
HAYS,22547,7184
HUTCHINSON,17767,6585
JUNCTION CITY,14695,6259
KANSAS CITY,28665,7174
LAWRENCE,11551,5620
LEAVENWORTH,23256,5795
MANHATTAN,13588,5386
MCPHERSON,12580,7247
NEWTON,14506,5248
OLATHE,22582,5435
OTTAWA,17914,6980
OVERLAND PARK,35078,5644
PARSONS,11407,5734
PITTSBURG,17305,5879
SALINA,20419,5982
SHAWNEE MISSION,29225,5422
TOPEKA,20856,5969
WICHITA,23615,6080
