city,avgCoveredCharges,averagePayments
ALBERT LEA,9801,5002
ALEXANDRIA,13214,5147
AUSTIN,8040,5067
BEMIDJI,13216,5406
BRAINERD,12543,5367
BUFFALO,16332,5149
BURNSVILLE,18596,5520
CAMBRIDGE,15474,5249
COON RAPIDS,18011,5803
DULUTH,13242,5709
EDINA,16737,4975
FAIRMONT,11288,6478
FARIBAULT,8130,6373
FRIDLEY,20369,6137
GRAND RAPIDS,10691,5019
HIBBING,11112,5598
MANKATO,15659,5523
MAPLE GROVE,19611,5193
MAPLEWOOD,16384,5490
MINNEAPOLIS,21759,7354
NORTHFIELD,14512,6157
OWATONNA,15271,7339
RED WING,11781,5538
ROBBINSDALE,20331,5397
ROCHESTER,14494,7154
SAINT CLOUD,15175,6399
SAINT LOUIS PAR,9750,5360
SAINT PAUL,17299,6253
SHAKOPEE,12967,5080
WACONIA,10740,4692
WILLMAR,12326,6130
WINONA,10632,5884
WOODBURY,17475,6774
WYOMING,16330,5434
