city,avgCoveredCharges,averagePayments
ALBERT LEA,21728,9783
ALEXANDRIA,20500,9078
AUSTIN,17098,8851
BEMIDJI,14000,8720
BRAINERD,21553,9147
BURNSVILLE,29796,9122
CAMBRIDGE,35970,8492
COON RAPIDS,34951,9504
DULUTH,23770,9982
EDINA,28330,8611
FAIRMONT,16571,10150
FARIBAULT,13942,11141
FERGUS FALLS,16791,7980
FRIDLEY,31189,9214
GRAND RAPIDS,17475,8550
HASTINGS,23114,9280
MANKATO,18929,9348
MAPLE GROVE,25448,8571
MAPLEWOOD,31244,9365
MINNEAPOLIS,32955,13827
OWATONNA,32538,10025
ROBBINSDALE,38060,9931
ROCHESTER,26428,12260
SAINT CLOUD,28301,10945
SAINT LOUIS PAR,16842,9116
SAINT PAUL,31041,10889
SHAKOPEE,26392,8691
WACONIA,19359,7988
WILLMAR,21692,10280
WINONA,21011,10220
WOODBURY,25932,9557
WORTHINGTON,13946,10326
