city,avgCoveredCharges,averagePayments
ALBERT LEA,13374,7212
ALEXANDRIA,16529,7222
AUSTIN,16467,6970
BEMIDJI,11791,7444
BRAINERD,12564,7594
BUFFALO,16215,7617
BURNSVILLE,22099,7568
CAMBRIDGE,23378,7223
COON RAPIDS,27490,7378
DETROIT LAKES,16700,9643
DULUTH,19861,7902
EDINA,23481,7078
FAIRMONT,12855,9030
FARIBAULT,14787,8793
FRIDLEY,26164,7367
GRAND RAPIDS,15014,7293
HIBBING,21424,8551
HUTCHINSON,18170,8754
MANKATO,15953,7518
MAPLE GROVE,18151,6854
MAPLEWOOD,22392,7298
MINNEAPOLIS,28661,11169
NORTHFIELD,17428,8021
OWATONNA,28057,9605
ROBBINSDALE,24356,7624
ROCHESTER,17143,9180
SAINT CLOUD,21494,9083
SAINT LOUIS PAR,12936,7553
SAINT PAUL,22987,8307
SHAKOPEE,18142,7157
VIRGINIA,15210,8433
WACONIA,16142,6677
WILLMAR,12420,8759
WINONA,16778,8838
WOODBURY,24724,9021
WYOMING,30079,8767
