city,avgCoveredCharges,averagePayments
ALBERT LEA,10174,4351
ALEXANDRIA,11153,4511
AUSTIN,10278,4251
BRAINERD,11187,4923
BURNSVILLE,13778,4472
COON RAPIDS,15171,4790
DETROIT LAKES,11274,5736
DULUTH,11706,4709
EDINA,13795,4237
FAIRMONT,10567,5481
FERGUS FALLS,12137,4073
FRIDLEY,19142,4388
GRAND RAPIDS,10648,5104
HIBBING,12065,4832
HUTCHINSON,11509,5385
MANKATO,11521,5412
MAPLEWOOD,13427,4731
MINNEAPOLIS,14887,6314
NORTHFIELD,12761,5035
OWATONNA,12872,5103
RED WING,9497,4728
ROBBINSDALE,14894,4596
ROCHESTER,11545,5684
SAINT CLOUD,14584,5441
SAINT LOUIS PAR,8092,4487
SAINT PAUL,15808,5083
WACONIA,9434,4304
WILLMAR,9702,5344
WINONA,8944,5062
WOODBURY,13134,4941
WYOMING,15062,4505
