city,avgCoveredCharges,averagePayments
ALBERT LEA,9034,4354
ALEXANDRIA,11512,4672
AUSTIN,10352,5009
BEMIDJI,11404,4511
BRAINERD,11895,5047
BUFFALO,13918,4878
BURNSVILLE,16579,4873
CAMBRIDGE,16092,4690
COON RAPIDS,16969,4777
DETROIT LAKES,9989,6161
DULUTH,12887,4961
EDINA,17187,4380
FAIRMONT,12290,5547
FARIBAULT,8869,5428
FERGUS FALLS,13129,4117
FRIDLEY,21278,4607
GRAND RAPIDS,8847,4534
HASTINGS,20923,4879
HIBBING,13116,4868
MANKATO,12974,5263
MAPLE GROVE,13681,4544
MAPLEWOOD,17058,5065
MINNEAPOLIS,21840,5929
NORTHFIELD,15796,5112
OWATONNA,14932,5070
ROBBINSDALE,16997,4746
ROCHESTER,15288,6379
SAINT CLOUD,14681,5592
SAINT LOUIS PAR,9347,4687
SAINT PAUL,18528,5535
SHAKOPEE,14386,4454
STILLWATER,13482,4273
VIRGINIA,8548,4935
WACONIA,10520,4274
WILLMAR,11971,5338
WINONA,13284,5346
WOODBURY,17668,4491
WORTHINGTON,12332,5368
WYOMING,14686,4695
