city,avgCoveredCharges,averagePayments
ALBERT LEA,7970,4829
ALEXANDRIA,12561,4999
AUSTIN,10484,4999
BEMIDJI,10814,4875
BRAINERD,11431,5066
BUFFALO,14302,5107
BURNSVILLE,15917,4961
CAMBRIDGE,17257,4724
COON RAPIDS,17484,5166
DETROIT LAKES,11381,6414
DULUTH,10212,5468
EDINA,15715,4622
FAIRMONT,9565,6564
FERGUS FALLS,9576,3874
FRIDLEY,20807,4938
GRAND RAPIDS,8357,5007
HASTINGS,12528,4744
HIBBING,10085,5342
HUTCHINSON,9795,5824
MANKATO,11765,5268
MAPLE GROVE,16400,5418
MAPLEWOOD,15848,4947
MINNEAPOLIS,17619,7349
OWATONNA,17135,5675
RED WING,10333,5189
ROBBINSDALE,17690,5078
ROCHESTER,13291,6003
SAINT CLOUD,15008,5937
SAINT LOUIS PAR,8169,4821
SAINT PAUL,16455,5575
SHAKOPEE,13881,4717
VIRGINIA,9210,5331
WACONIA,10463,4504
WILLMAR,8453,5747
WINONA,11128,5576
WOODBURY,13572,4833
WORTHINGTON,11810,5711
WYOMING,12352,4995
