city,avgCoveredCharges,averagePayments
ALBERT LEA,13963,7959
AUSTIN,19256,8472
BEMIDJI,15848,9143
BRAINERD,18448,9182
BURNSVILLE,27511,9381
DETROIT LAKES,33129,12942
DULUTH,20058,9801
EDINA,22690,7858
FAIRMONT,17918,11331
FRIDLEY,32933,8911
GRAND RAPIDS,18002,8956
HIBBING,25060,10426
MANKATO,20826,9415
MAPLEWOOD,23953,9118
MINNEAPOLIS,38979,14366
ROBBINSDALE,26284,8634
ROCHESTER,20620,12995
SAINT CLOUD,28546,10850
SAINT LOUIS PAR,12034,8380
SAINT PAUL,29535,9663
SHAKOPEE,20675,8680
STILLWATER,18984,8023
WACONIA,16368,7808
WILLMAR,16338,10211
WINONA,19938,10452
