city,avgCoveredCharges,averagePayments
BEMIDJI,9815,3466
BRAINERD,8028,3611
BUFFALO,12102,3638
BURNSVILLE,14715,3693
CAMBRIDGE,14808,3569
COON RAPIDS,15958,3453
DETROIT LAKES,8027,4693
DULUTH,9570,3770
EDINA,15754,3377
FERGUS FALLS,9179,3156
FRIDLEY,18890,3962
MANKATO,10198,3610
MAPLEWOOD,14853,3656
MINNEAPOLIS,18744,4668
ROBBINSDALE,12637,3669
ROCHESTER,12339,5147
SAINT CLOUD,12986,4271
SAINT LOUIS PAR,7352,3573
SAINT PAUL,14934,4340
SHAKOPEE,11526,3369
VIRGINIA,9740,3841
WACONIA,9835,3278
WINONA,7248,4210
WOODBURY,15079,5018
WYOMING,11112,3719
