city,avgCoveredCharges,averagePayments
ATLANTIS,25555,4200
AVENTURA,25778,4196
BARTOW,16628,3789
BOCA RATON,16942,4133
BOYNTON BEACH,22956,4505
BRADENTON,20383,3749
BRANDON,30537,4051
BROOKSVILLE,29056,3675
CAPE CORAL,13156,3606
CLEARWATER,16355,3890
CLERMONT,20223,3660
COCOA BEACH,16974,3598
CORAL GABLES,40913,4523
CORAL SPRINGS,20445,4303
CRESTVIEW,21364,5472
CRYSTAL RIVER,14648,3656
DAVENPORT,32626,5040
DAYTONA BEACH,14039,4209
DEFUNIAK SPRING,11586,3761
DELAND,19354,3946
DELRAY BEACH,26342,3985
DUNEDIN,15936,3614
FORT LAUDERDALE,19704,3835
FORT MYERS,15390,3994
FORT PIERCE,31066,4638
FORT WALTON BEA,28172,4155
GAINESVILLE,26174,4800
GULF BREEZE,18429,3456
HIALEAH,30315,5675
HOLLYWOOD,24035,4738
HOMESTEAD,25272,5222
HUDSON,33214,3996
INVERNESS,13882,3609
JACKSONVILLE,27052,4487
JACKSONVILLE BE,21107,3672
JUPITER,21836,3865
KEY WEST,22383,5741
KISSIMMEE,34495,4266
LAKE CITY,23262,4683
LAKELAND,17476,4053
LARGO,22660,3845
LEESBURG,17770,3808
LEHIGH ACRES,17889,3855
LOXAHATCHEE,29456,4706
MARGATE,22290,3926
MARIANNA,10121,3858
MELBOURNE,19308,3701
MIAMI,28228,6327
MIAMI BEACH,31287,5570
MILTON,13614,3870
NAPLES,16576,3918
OCALA,21648,3610
OCOEE,16190,4176
ORANGE CITY,16562,3790
ORANGE PARK,34484,3998
ORLANDO,21226,4480
PALATKA,12309,4053
PALM BEACH GARD,21222,3854
PANAMA CITY,19633,3878
PEMBROKE PINES,34862,4349
PENSACOLA,15341,3937
PLANT CITY,18933,3948
PLANTATION,31406,4441
POMPANO BEACH,12982,4204
PORT CHARLOTTE,30402,3591
PORT SAINT LUCI,29313,4243
PUNTA GORDA,16124,3654
ROCKLEDGE,14656,3863
SAFETY HARBOR,18687,3500
SAINT AUGUSTINE,17938,4353
SAINT PETERSBUR,26177,4120
SANFORD,18070,3937
SARASOTA,13931,3860
SEBRING,22782,3926
STUART,21723,3953
SUN CITY CENTER,27726,3588
TALLAHASSEE,21435,4322
TAMARAC,37527,3927
TAMPA,21967,4522
TARPON SPRINGS,21741,3570
TAVARES,21282,3716
THE VILLAGES,16739,3585
TRINITY,36568,3683
VENICE,16190,3653
VERO BEACH,8984,4054
WELLINGTON,18963,4497
WEST PALM BEACH,25228,4625
WESTON,14158,4097
WINTER HAVEN,23722,3822
ZEPHYRHILLS,24691,3812
