city,avgCoveredCharges,averagePayments
ATLANTIS,106407,12974
AVENTURA,125357,13492
BOCA RATON,83518,11251
BOYNTON BEACH,72122,13130
BRADENTON,68352,11620
BRANDON,93040,12988
BROOKSVILLE,108049,11404
CLEARWATER,76974,12161
CLERMONT,76318,12140
COCOA BEACH,70937,11984
CRESTVIEW,110442,19756
DAVENPORT,84891,13164
DAYTONA BEACH,48534,12239
DELRAY BEACH,107295,12537
FORT LAUDERDALE,88190,13742
FORT MYERS,59793,12138
FORT PIERCE,97648,16538
FORT WALTON BEA,138466,12051
GAINESVILLE,92685,12933
HIALEAH,81751,16247
HOLLYWOOD,60507,14186
HUDSON,106144,11226
INVERNESS,81570,11299
JACKSONVILLE,70848,12884
KISSIMMEE,102691,12963
LAKELAND,61920,11508
LARGO,90868,11842
LEESBURG,59322,10929
LOXAHATCHEE,70317,14503
MARGATE,89943,11951
MELBOURNE,72099,11116
MIAMI,104266,17945
MIAMI BEACH,85208,14762
NAPLES,78091,12228
NEW PORT RICHEY,83035,12504
NEW SMYRNA BEAC,50386,10432
OCALA,79677,10524
OCOEE,72000,13149
ORANGE PARK,117445,12124
ORLANDO,61615,12967
PALM BEACH GARD,101599,12071
PALM COAST,50522,14383
PANAMA CITY,56969,11312
PEMBROKE PINES,72579,13388
PENSACOLA,69395,11740
PLANTATION,88125,12137
PORT CHARLOTTE,108048,11007
PUNTA GORDA,75854,10727
ROCKLEDGE,59906,11211
SAFETY HARBOR,73276,10497
SAINT AUGUSTINE,58846,14593
SAINT PETERSBUR,104155,14205
SANFORD,76384,11828
SARASOTA,62266,11186
SEBRING,72890,12778
SOUTH MIAMI,105276,15260
STUART,96836,12212
TALLAHASSEE,75064,13088
TAMPA,89062,17520
TAVARES,60298,12374
THE VILLAGES,57008,10855
TITUSVILLE,68054,13519
TRINITY,119956,11788
VENICE,73912,10772
VERO BEACH,43239,13446
WELLINGTON,57795,13306
WESTON,45239,11551
WINTER HAVEN,66848,11534
ZEPHYRHILLS,81934,11382
