city,avgCoveredCharges,averagePayments
ATLANTIS,192870,32946
AVENTURA,251181,33780
BOCA RATON,140688,29894
BOYNTON BEACH,193883,33922
BRADENTON,129156,31523
BRANDON,166954,29294
BROOKSVILLE,208296,25898
CAPE CORAL,100734,27367
DAYTONA BEACH,94288,30570
DELAND,86442,30967
DELRAY BEACH,189642,30209
DUNEDIN,85682,26309
FORT LAUDERDALE,165161,29975
FORT MYERS,121747,31479
FORT WALTON BEA,231050,28522
GAINESVILLE,148522,44488
HIALEAH,211708,43740
HOLLYWOOD,238897,43566
HUDSON,174277,27421
JACKSONVILLE,140882,32471
JACKSONVILLE BE,145468,31301
JUPITER,188772,32846
KISSIMMEE,157355,36403
LAKELAND,129311,32018
LARGO,156540,29854
LOXAHATCHEE,179331,31636
MARGATE,222347,35146
MARIANNA,55671,28234
MELBOURNE,120273,29220
MIAMI,200082,47621
MIAMI BEACH,232222,41500
NAPLES,122229,30605
OCALA,131172,26944
OCOEE,130229,31524
ORANGE CITY,104913,29559
ORANGE PARK,176040,26984
ORLANDO,173999,35704
PALATKA,99614,29742
PALM BEACH GARD,155909,29550
PANAMA CITY,110766,28254
PEMBROKE PINES,264083,42249
PENSACOLA,123205,32231
PLANTATION,212442,39215
POMPANO BEACH,284516,57237
PORT CHARLOTTE,211322,30666
PORT SAINT LUCI,242054,33008
ROCKLEDGE,96568,31221
SAFETY HARBOR,128241,28668
SAINT AUGUSTINE,147795,39359
SAINT PETERSBUR,145732,31837
SARASOTA,103177,29614
SEBRING,181172,33562
SOUTH MIAMI,197774,36666
STUART,170442,31616
TALLAHASSEE,108143,28839
TAMPA,148980,37315
TAVARES,109646,32722
THE VILLAGES,115774,28883
TITUSVILLE,65734,27306
TRINITY,145666,25165
VENICE,95228,26730
VERO BEACH,66390,30298
WINTER HAVEN,102283,25675
