city,avgCoveredCharges,averagePayments
ARCADIA,17979,6834
ATLANTIS,38865,6140
AVENTURA,47440,6050
BARTOW,22450,5326
BOCA RATON,27819,5636
BOYNTON BEACH,35699,6473
BRADENTON,31839,5517
BRANDON,42129,5993
BROOKSVILLE,45609,5372
CAPE CORAL,23280,5271
CLEARWATER,20315,5697
CLERMONT,31512,5324
COCOA BEACH,21974,5181
CORAL GABLES,68886,8782
CORAL SPRINGS,22809,6144
CRESTVIEW,36182,6181
CRYSTAL RIVER,18102,5286
DADE CITY,33574,5249
DAVENPORT,42974,6019
DAYTONA BEACH,17979,5641
DELAND,22806,5704
DELRAY BEACH,42529,5579
DUNEDIN,22248,5215
ENGLEWOOD,34926,5096
FERNANDINA BEAC,21342,5374
FORT LAUDERDALE,30970,6374
FORT MYERS,25920,5779
FORT PIERCE,51210,6938
FORT WALTON BEA,51949,5339
GAINESVILLE,32229,7251
GULF BREEZE,23271,4800
HIALEAH,37900,7968
HOLLYWOOD,44542,7161
HOMESTEAD,38832,7597
HUDSON,39825,5202
INVERNESS,21479,5097
JACKSONVILLE,27366,6322
JACKSONVILLE BE,32132,5062
JAY,21536,5871
JUPITER,29999,7274
KEY WEST,32977,8706
KISSIMMEE,50451,6813
LAKE CITY,24909,6082
LAKE WALES,31713,5294
LAKELAND,23958,5648
LARGO,37398,5552
LEESBURG,22960,5298
LEHIGH ACRES,24653,5537
LOXAHATCHEE,49043,6816
MARGATE,42977,5835
MARIANNA,11287,5527
MELBOURNE,23776,5387
MIAMI,39097,8151
MIAMI BEACH,37845,7543
MILTON,26582,5586
MIRAMAR,41548,6842
MIRAMAR BEACH,25482,6868
NAPLES,24961,5574
NEW PORT RICHEY,24072,5005
NEW SMYRNA BEAC,15727,4919
NICEVILLE,43020,4966
OCALA,26057,5075
OCOEE,21541,5745
OKEECHOBEE,36986,6597
ORANGE CITY,21147,5318
ORANGE PARK,49200,5727
ORLANDO,35517,6547
PALATKA,22964,5938
PALM BAY,22546,5198
PALM BEACH GARD,40539,5551
PALM COAST,20823,6402
PANAMA CITY,30455,5544
PEMBROKE PINES,46309,6247
PENSACOLA,24947,5550
PERRY,9955,6217
PLANT CITY,23817,5915
PLANTATION,46779,6691
POMPANO BEACH,19250,5992
PORT CHARLOTTE,35255,5450
PORT SAINT JOE,14108,5235
PORT SAINT LUCI,44341,5928
PUNTA GORDA,28838,5220
ROCKLEDGE,23119,5481
SAFETY HARBOR,24344,5101
SAINT AUGUSTINE,33532,6246
SAINT CLOUD,32669,5347
SAINT PETERSBUR,36613,5821
SANFORD,26486,5642
SARASOTA,23784,5410
SEBASTIAN,26190,5551
SEBRING,29309,5575
SOUTH MIAMI,40444,7538
STUART,36202,5734
SUN CITY CENTER,45040,5602
TALLAHASSEE,28618,6015
TAMARAC,44504,5411
TAMPA,30313,6375
TARPON SPRINGS,20732,5082
TAVARES,21860,5494
THE VILLAGES,23483,5337
TITUSVILLE,14022,5696
TRINITY,42976,5394
VENICE,23320,5108
VERO BEACH,13501,5702
WELLINGTON,38212,6604
WEST PALM BEACH,33974,5957
WESTON,17866,5575
WINTER HAVEN,26067,5488
ZEPHYRHILLS,31749,5428
