city,avgCoveredCharges,averagePayments
ATLANTIC CITY,53062,5471
BAYONNE,107699,4979
BELLEVILLE,41176,5316
BERLIN,37914,4758
BRICK,41754,4442
CAMDEN,41728,6382
CAPE MAY COURT,15950,4484
DENVILLE,32901,4838
EAST ORANGE,32397,5496
EDISON,42450,5306
ELIZABETH,28751,5853
ELMER,39969,4348
ENGLEWOOD,29311,5651
FLEMINGTON,17960,4899
FREEHOLD,28841,4598
HACKENSACK,46065,5792
HACKETTSTOWN,42372,4758
HAMILTON,45061,4401
HOBOKEN,40516,6720
HOLMDEL,33448,4360
JERSEY CITY,50125,6935
LAKEWOOD,40029,4771
LIVINGSTON,42033,6321
LONG BRANCH,43070,6088
MANAHAWKIN,29858,4332
MONTCLAIR,26956,5979
MORRISTOWN,29733,5858
MOUNT HOLLY,35758,4722
NEPTUNE,46204,5168
NEW BRUNSWICK,46844,6228
NEWARK,43919,8076
NEWTON,48538,5543
NORTH BERGEN,37810,6133
PARAMUS,26112,6840
PASSAIC,37483,6156
PATERSON,43237,6691
PENNINGTON,55096,5473
PERTH AMBOY,46773,5722
PHILLIPSBURG,45423,5441
POMPTON PLAINS,36752,4777
PRINCETON,26539,4877
RAHWAY,53774,4407
RED BANK,41732,4477
RIDGEWOOD,22787,5002
SALEM,26648,4726
SECAUCUS,50622,5394
SOMERS POINT,45608,4613
SOMERVILLE,55544,4818
STRATFORD,34690,5650
SUMMIT,23038,5571
SUSSEX,25999,4745
TEANECK,27394,5265
TOMS RIVER,38904,4430
TRENTON,65486,6047
VINELAND,38884,5036
WILLINGBORO,50864,4635
WOODBURY,40190,4645
