city,avgCoveredCharges,averagePayments
ATLANTIC CITY,54960,5550
BAYONNE,89172,5398
BELLEVILLE,44724,5857
BERLIN,40488,5249
BRICK,39190,4717
CAMDEN,40250,6556
CAPE MAY COURT,18492,4895
DENVILLE,36503,5281
EAST ORANGE,37870,6022
EDISON,36632,5755
ELIZABETH,35460,6446
ELMER,38009,4751
ENGLEWOOD,44309,6203
FLEMINGTON,16365,5319
FREEHOLD,32459,4993
HACKENSACK,45436,6371
HACKETTSTOWN,45523,5260
HAMILTON,43706,4828
HOBOKEN,48085,7549
HOLMDEL,27795,4773
JERSEY CITY,52200,7347
LAKEWOOD,36140,5196
LIVINGSTON,47605,7296
LONG BRANCH,43476,6679
MANAHAWKIN,29673,4677
MONTCLAIR,29487,6748
MORRISTOWN,26796,6283
MOUNT HOLLY,41019,5208
NEPTUNE,41681,5846
NEW BRUNSWICK,56457,6893
NEWARK,43957,8941
NEWTON,48646,5242
NORTH BERGEN,38452,6641
PARAMUS,38127,7702
PASSAIC,32848,6173
PATERSON,39677,7336
PENNINGTON,50363,6003
PERTH AMBOY,42480,6309
PHILLIPSBURG,42994,6078
POMPTON PLAINS,33425,5271
PRINCETON,25957,5436
RAHWAY,47918,5626
RED BANK,44180,5170
RIDGEWOOD,25878,5341
SALEM,30098,5128
SECAUCUS,70965,5890
SOMERS POINT,43486,4980
SOMERVILLE,58094,5133
STRATFORD,41555,6327
SUMMIT,22434,6109
SUSSEX,40375,5255
TEANECK,26378,5641
TOMS RIVER,37598,4782
TRENTON,62380,6318
VINELAND,39157,5486
WILLINGBORO,47630,5198
WOODBURY,43768,5103
