city,avgCoveredCharges,averagePayments
ATLANTIC CITY,70029,8197
BAYONNE,135629,8001
BELLEVILLE,68258,8780
BERLIN,69642,8082
BRICK,58592,7216
BROWNS MILLS,32942,8591
CAMDEN,55616,10169
CAPE MAY COURT,22845,7410
DENVILLE,47464,7699
EAST ORANGE,50733,9104
EDISON,61967,8925
ELIZABETH,51042,9677
ELMER,65947,8113
ENGLEWOOD,75470,9770
FLEMINGTON,36693,9079
FREEHOLD,43748,8023
HACKENSACK,74751,9900
HACKETTSTOWN,83104,8710
HAMILTON,79558,7281
HOBOKEN,70378,11341
HOLMDEL,44285,7154
JERSEY CITY,73376,10809
LAKEWOOD,70412,7972
LIVINGSTON,61742,10558
LONG BRANCH,58174,9759
MANAHAWKIN,37869,7207
MONTCLAIR,57673,10490
MORRISTOWN,46290,10490
MOUNT HOLLY,61845,8166
NEPTUNE,68342,9244
NEW BRUNSWICK,102013,11599
NEWARK,47852,12927
NEWTON,65230,7930
NORTH BERGEN,63848,9973
PARAMUS,47483,11432
PASSAIC,46490,9282
PATERSON,73400,11330
PENNINGTON,88584,8709
PERTH AMBOY,70296,9637
PHILLIPSBURG,74782,9247
POMPTON PLAINS,53796,8138
PRINCETON,48694,8153
RAHWAY,78134,7198
RED BANK,60272,7334
RIDGEWOOD,42216,8202
SALEM,33733,7790
SOMERS POINT,60222,7300
SOMERVILLE,118670,9910
STRATFORD,67177,9786
SUMMIT,45307,9841
SUSSEX,44037,7820
TEANECK,40751,8637
TOMS RIVER,56938,7206
TRENTON,104915,10379
VINELAND,57845,8378
WILLINGBORO,75377,7563
WOODBURY,67284,7729
